score,genre,review
2.0,Comedy,tom hanks dog flick stunk; how good do you think james belushis is
3.1,Horror,the first internet joke ever made into a movie snakes on a plane is just ridiculous and depraved enough to excite a cult following among high campers who are ready to enlist in a movie that gets one over on hollywood
1.0,Comedy,schwentke must think his audience is very easily pleased
2.5,Comedy,every audience member with an intellect bigger than a squids knows at all times where ghosts is heading
4.0,Comedy,the human comedy as portrayed in this film was never so cruel or so funny
2.5,Comedy,jacks a good guy and you root for him all the way to the end but wistfully that doesnt make him an any more interesting everyday joe than he is
3.0,Comedy,its a great looking animation and a nice entertainment though targeted at a younger audience without the extra level of adult sophistication
2.0,Horror,the neon demon is a supremely stylish but exceedingly silly film; a bright shiny eye catching bauble with a vapid centre
1.2,Horror,yeah i have no idea whats going on
5.0,Comedy,as cautionary tales go this ones ripely knowing and it speaks in a lot more languages than italian
1.0,Comedy,junk like this makes you wonder how grants career has survived
3.8,Comedy,its about private emotional phenomena the tiny tremors and imperceptible shifts that bring a couple closer together or drive them apart almost without their noticing
0.0,Comedy,can you say cinematic atrocity boys and girls i was afraid you could this has a place in the sequel for sequels sake hall of infamy
4.4,Comedy,she remains one of the funniest dirtiest most daring and transgressive of stand up comics and she hasnt missed a beat
2.5,Comedy,[an] almost endearingly silly amuse bouche of a comedy depicting how the end of days might play out in seattle
3.8,Comedy,es una cinta para sentirse bien divertirse pasar un buen rato y salir con una honesta sonrisa en la boca dejando los problemas a un lado por un buen rato
3.5,Horror,trick is playing a much grander game than your run of the mill killer on the loose story
1.2,Comedy,sex and the city for 9 year olds
1.9,Comedy,someone forgot to spike the eggnog
5.0,Comedy,this low key drama is a miracle of mood atmosphere and sensitivity
2.0,Horror,as lofty as the ambitions of the limehouse golem are the film rather criminally wastes so much of its potential
4.5,Comedy,a clever biting script buoys a cast of soon to be famous actors in this endearing male bonding ritual writ large
1.0,Horror,if you thought the twilight films were hard to sit through wait until you get a load of this toothless attempt to cash in on todays hormone fuelled vampire craze
4.0,Comedy,theres enough good stuff to justify action fan attendance
3.0,Comedy,[theres] an appreciable balance between uninhibited comedy and a melancholy tone [full review in spanish]
4.4,Comedy,touching and well crafted
2.0,Comedy,the epitome of an idea that far outweighs its execution pixels is a bittersweet blunder that had all of the elements to be geeky great but ends up being cheesy mediocre i could literally feel its potential but the film ultimately fails to realize it
2.5,Comedy,to sum it up in critic speak bait doesnt stink but its not very appetizing
3.0,Comedy,a very watchable very warm little disney comedy
3.0,Comedy,the magic of despicable me is that its more than a simple 3d film its also a film with multidimensional characters [full review in spanish]
3.0,Comedy,forgetting sarah marshall does not entirely play by the established conventions of its genre
3.5,Comedy,one of the truly singular one offs in all of cinema history
2.0,Comedy,i feel pretty could have used more work to be ready for its moment in the spotlight
3.0,Comedy,satire or farce it misses the mark showing murderous heartless brutes as akin to keystone kops if they want to use real people and real names and real events tell the real story chaplin changed everything but you knew it was hitler thats farce
3.0,Comedy,can be viewed more like an exercise in style than film in its own right
4.4,Comedy,a charming story with a most satisfying conclusion
1.2,Comedy,remaking rocky balboa as a comedy isnt a half bad idea; remaking it as a comedy starring adam carolla the dreadfully unfunny former host of loveline and the man show most certainly is a terrible one
4.2,Comedy,the amazing and brilliant thing about herzog is the pure poetry he creates in his films really the man is a poet
3.1,Comedy,even the usually intense malcolm mcdowell doesnt have much spark his main role is to press the remote control button that makes the stealth plane disappear and reappear perhaps a foreshadowing of i spys cable television future
5.0,Comedy,50/50 is a tear jerker film that has me calling it one of the best films of 2011
2.5,Comedy,his [chappelle] return to the public eye doesnt result in much musical magic or comedic fun
4.5,Comedy,it strikes such a strongly resonant chord that its often difficult to watch but we cant turn away
3.0,Horror,the films pretty repugnant if taken as social commentary but plays with contemporary fears and anxieties incredibly effectively
4.4,Comedy,david o russell delivers wonderfully left of center entertainment time and time again and this is no exception but this is a film that ultimately belongs to jennifer lawrence thus solidifying her as one of the best actresses of any age working today
3.8,Comedy,jaglom infuses his characters with tremendous authenticity
1.2,Comedy,for robin williams once a gifted comedian and an actor who tried hard its come to this rv one of those hapless dad takes the family on vacation movies
4.5,Comedy,if youre in the mood for a delightful middle aged romantic comedy this is your ticket its a glossy holiday confection thats chock full of laughter
3.8,Comedy,hysterically potent thought provoking and deliciously nostalgic overall the proposed chatter is warranted in the movingly impish talk to me
2.5,Comedy,full of exclamatory one liners ripped from a copy of indiana jones for dummies and with the breathless cast spewing putatively witty rejoinders that get drowned out by pows and bangs mummy 3 should have been kept under wraps
2.0,Comedy,two oscar winners are no match for irresistible dogs in this so so slapstick comedy
4.5,Comedy,you may not find yourself goofily grinning and laughing at any other film this year as you will during this and thats fitting because they just dont build too many movies like this anymore
2.5,Horror,harbinger down brings the monstrous goods as expect yet struggles to tell a coherent story thats worth the practical effects success
3.1,Comedy,the formulaic romantic comedy 27 dresses is just off the rack %u2013 a predictable but pleasant enough movie thats the sort of thing youve seen at least 27 times before
3.1,Horror,deeply unsettling occasionally exasperating movie
0.0,Comedy,the movies not even bright enough to at least see the potential of a sense of humor amidst all its meandering
1.9,Comedy,our flick of the week is the flintstones and unfortunately much less thought has been put into this screenplay than into the production design and publicity campaign for this profoundly dull enterprise
1.9,Comedy,its hard to envision a worse big budget film version of mel brookss tony award winning musical the producers than this dreadfully lifeless affair
3.8,Comedy,a one of a kind original those courageous enough to give it a try will find their efforts rewarded at times in the most unexpected of ways
3.0,Horror,taken as a ghoulish fairground ride james wans grand guignol shocker eventually delivers the jolts and thrills it promises
2.5,Comedy,by relegating the story to a disappointing level of superficiality and never attempting to venture more than skin deep into some intriguing themes bicentennial man comes across like recycled diluted star trek
4.0,Comedy,intriguing charming whimsical love the what if
3.0,Horror,charlize theron makes an incredibly good impression in the role of a woman with deteriorating mental health
4.0,Comedy,lovely
3.0,Horror,viewers unfamiliar with korines alternative style of filmmaking may walk out in disgust but if youre willing to broaden your cinematic expectations to include the utterly random its a must see
2.5,Comedy,its bad in the way in fact of a film that seems a lot like a good movie until you accidentally think about it for just one second
2.5,Horror,really nothing more than a quick cheaply produced studio money making machine feeding off americans insatiable bloodlust
4.4,Comedy,judd apatow is not a disciplined artist and thats a good thing
0.0,Comedy,[hilton] delivers every line as if shes still practicing the english language  as if her mouth and her brain live in different states
5.0,Comedy,how the filmmakers paint the scene with grand emotion technical wizardry and solemn wonderment is something of a cinematic miracle the entire production is miraculous in fact
5.0,Comedy,as much as i love gerwigs sunny grounded presence as a screen actor her assured solo directorial debut demonstrates why we need women to get behind the camera
5.0,Comedy,the 3d revamp adds an intriguing new dimension to an already wonderful film thats both genuinely engaging and laugh out loud funny
2.5,Comedy,the filmmaker devotes much of the movies first half to endless sequences that are by and large utterly devoid of laughs
3.0,Horror,this is far fetched stuff indeed but snipes looks great in leather its snappily paced and the performances are perfectly tongue in cheek
4.5,Comedy,who hasnt imagined that theyre a main character in a book or movie perhaps it is this manic egocentric nature of my personality that made me fall in love with the film
3.8,Comedy,fresh and charming it never plays down to kids
5.0,Comedy,with a hearty woo hooo and no doh spared the simpsons make the journey from small screen to big with their subversive wit their wanderlust and their sentimental streak entirely intact
3.0,Comedy,in all its r rated glory there is simple pureness of innocence hidden in plain sight
3.1,Horror,while the end of dont be afraid is creepy its far from emotionally satisfying
3.5,Horror,this isnt a great horror movie so much as a fun thrill ride
3.0,Comedy,a rise in quality from the very pedestrian shrek the third
4.5,Comedy,theres nothing comfortable about happy feet its brave and heartfelt a surprising cinematic accomplishment
3.8,Comedy,oceans 8 is unapologetically a glam caper at heart a smart glitzy comical film to savor and enjoy the clothes alone are worth the price of admission
2.5,Horror,while comparisons to hostel are inevitable turistas rarely achieves its level of sustained menace and discomfort
3.0,Comedy,a film thats hard to hate and equally hard to love mccarthy is charming and the film quite refuses to challenge her
4.0,Comedy,this rude bodily fluid spattered romp is like the red bull version of every bad buddy police picture a little lethal weapon a lot of bad boys and waaaaay too much point break
3.5,Comedy,the artist is a witty little confection bound to please but not necessarily to linger in the mind
1.0,Comedy,the film quickly devolves into another smugly self satisfied mess distinguished by lazy writing indifferent direction and an orgy of brutality
3.0,Comedy,this is not a top grade animated effort but it is a sweet enjoyable one
2.5,Comedy,a shallow attempt at filmmaking and humor
1.0,Horror,yet another horrible sequel in tired violent sci fi series
4.0,Comedy,through a polaroid aesthetic and a psychedelic and selective image distortion the film embarks us on an iconoclastic journey through the devastating irruption of punk in american culture [full review in spanish]
1.0,Comedy,waaahhhhhhh!!!
3.8,Comedy,ultimately elaine stritch shoot me makes you root for her even when youve had your fill of her
3.1,Comedy,you can tell the script is short on punch lines by how often it resorts to poop and fart jokes the last refuge of the desperate gag writer
1.0,Comedy,there are worse movies than zookeeper but i didnt see those this week; i saw zookeeper i can honestly say i wish i hadnt
4.4,Comedy,a modern lover story with a healthy dose of homage
3.8,Comedy,its worth the admission price just to watch ferrell and heder both more than 6 feet tall take turns lifting each other and to see heders ankles wrapped around his co stars neck
1.9,Comedy,sadly the film leaves you with the feeling this was done just for the money this sequel would possibly bring
4.0,Comedy,while the film may not be as consistently funny as borat bruno takes the win for one of the most shocking and hilarious films in years
4.0,Comedy,its held the test of time and has finally become what all the lovesick teens said it was all along a classic
2.0,Comedy,its stylishly shot reasonably watchable not particularly crude (see your highness instead if thats your wish) and doesnt star jennifer aniston in the kind of role with which she so often flatlines
3.8,Comedy,the people that populate this picture are refreshingly genuine and multifaceted with understandable motives and tangible feelings
1.2,Comedy,if you gave bernie madoff custody of your life savings mere days before the fbi knocked on his door last december your timing still wouldnt be as wretched as that of confessions of a shopaholic
4.0,Comedy,though this is squeaky clean and one you can be totally comfortable taking kids to see it needs the comic relief of a funny sidekick and some humor
2.5,Comedy,an unsurprising entry in that hoary micro genre of romantic comedies to feature a fresh from the corpse disembodied spirit who just cant seem to get a move on
3.5,Comedy,the picture is such an affectionate ode to the business of movies and the potential for cinematic wonder that im half inclined to presume that its flaws are intentional
1.0,Comedy,if this were the first film of a 17 year old who got a camcorder for his birthday it could be called a promising first effort
2.5,Comedy,from the catcher in the rye to rushmore its a story weve seen in better versions before
3.5,Comedy,its not high art but pierre salvadoris sunny romantic comedy priceless is certainly funny
3.0,Comedy,it might just be the guilty pleasure of the summer
0.0,Horror,a shamelessly dull difficult to grasp foray into not the dark but the dim
1.2,Comedy,nancy meyers is unquestionably committed to her auteurist signature of giving her female protagonists their cake and letting them eat it too
3.0,Comedy,a morality play about the pervasiveness of sports gambling in america
2.0,Comedy,early college film effort from south park creators is the very definition of sophomoric
3.1,Comedy,a slick political dramedy with bursts of personal humor but an overdose of hollywood gloss
1.0,Comedy,cats is one of the worst movie musicals of all time a stagnant mess from start to finish
4.0,Comedy,chicken with plums takes the audience into a magical and wonderful space it provokes a lot of laughs but was also the only time i saw audience members crying openly and unashamedly
2.0,Comedy,this ho hum offshoot of megan mcdonalds book series earns negative thrill points as it chronicles the mirthless backyard shenanigans of a suburban pippi longstocking
4.0,Horror,makes the most of a simple premise and single location setting the cast are uniformly good and the impressive creature delivers nastily effective splatter chaos
0.0,Comedy,nielsen with his expert deadpan and sense of comic timing creates the illusion of humor for about 15 minutes
1.2,Comedy,if you lie restlessly awake at night because youre deeply upset by the lack of flatulence gags in recent comedies white chicks is the answer to your prayers
3.8,Comedy,the zany factorys imaginative gimmicks and that vivid color scheme will keep even the youngest kids alert
4.2,Comedy,whats happening beneath the surface though makes for more than escapist fun; gnomeo & juliet also serves as a smart tribute to camp and as such carries some clever subversive comments on modern society
4.5,Horror,original sorprendente terrible intensa un recuerdo de lo que el cine de terror y thriller debe ser una historia que te atrapa y te corta en pedazos
2.0,Comedy,they came togethers euphemistic title is a pre warning to the calibre of comedy available which is too abrasive and reliant on gross out vulgarity to feel like an intelligent and relevant satire
3.5,Horror,a surprisingly entertaining effort that works because it strikes a smart balance embracing as well as rejecting viewer expectations and knowledge of the horror genre
3.8,Comedy,the family stone sorts out its characters admirably depends on typecasting to help establish its characters more quickly and finds a winding path between happy and sad secrets
2.5,Comedy,its good for nostalgia and a sense of closure but it isnt much of a movie
3.8,Comedy,a lighthearted charmer one of the most spirited and enjoyable comedies to hit  theaters so far this year
4.0,Comedy,you dont have to have a library card to enjoy this story
1.2,Comedy,rarely as enjoyable as its title mightve indicated
2.5,Horror,as for nispels polished but run of the mill hedonistic remake of chainsaw this blood stained offering is about as fun and adventurous as counting roadkill along a dark country pathway
5.0,Horror,the original and the best
1.0,Comedy,richard briers honor blackman dudley sutton what were you or your agents thinking of
4.0,Comedy,tully smashes hollywoods glamorous image of motherhood
3.6,Comedy,the cast is mostly strong and its clumsy charms substantial enough to make this flawed cautionary tale worth watching as long as your expectations arent too high
4.4,Comedy,delivers more fun than there is slime in a green ogres swamp
2.5,Comedy,despite pete davidsons heartfelt performance the story struggles to find the right balance of comedy and drama [full review in spanish]
3.8,Horror,matching and then topping stanleys weirdness cage continues his late career momentum in hyper violent indie horror
2.0,Comedy,a film that really doesnt seem to know whether it wants to be a noir thriller or a parody of a noir thriller and a script that is an absolute mess
3.5,Horror,it is fascinating to spend time with this visualization of burroughss mars/barsoom
3.0,Comedy,lane possesses a wry self deprecating grace that can invigorate the lamest cliche but shes really up against it this time
3.8,Comedy,engagingly captures the maddening and magnetic ebb and flow of friendship
4.0,Comedy,a movie smallfry ages 6 to 10 think is terrific and at the same time a movie that wont cause the accompanying parents to become homicidal
2.5,Horror,looking at the plot alone its a massive failure but between the booming score and effect heavy action scenes it passes as an entertaining jovovich show and gory bloodbath
3.8,Comedy,energetic fast paced and pumped full of zany humor sure to entertain the younguns and be fairly painless for their guardians [blu ray]
3.1,Comedy,when it comes to pushing the envelope in comedy the farrelly brothers have nothing on those badass wayans
2.5,Comedy,having actresses like the matriarchal joan plowright say homie is shaping up to be the most irritating comedic trend of 2003
3.5,Comedy,somehow the new paddington movie seems modern while at the same time holding firmly to its quaint lovely ideals
4.4,Comedy,its a broad slightly naughty comedy in musical form from the skewed if not a little twisted comic genius mel brooks
0.6,Comedy,heres the bottom line denis cooverman might love beth cooper but i dont
2.0,Comedy,[a] seizure inducing extreme fashion show
3.1,Comedy,if were not suffering poo flinging or butt biting we get the theme songs from chariots of fire and hawaii five o
3.1,Comedy,occasionally charming but its as manipulative as it is heartfelt
3.0,Comedy,[contains] moments of delicious black humour and satire
3.0,Horror,it has a cast of talented self effacing actors who dont upstage the material and an efficient screenplay by charles edward pogue who doesnt beat you over the head to prove that he has a sense of humor
4.0,Comedy,an irish black comedy with thrills to go along with its un pc laughs the guard features a cracking turn from brendan gleeson and a witty script from writer/director john michael mcdonagh
3.8,Comedy,as expected the quality of the individual vignettes varies though only one is an out and out drag
3.1,Comedy,both exhilarating and exhausting it falls just short of a fever pitch
3.0,Horror,the film often meanders but  delicious moments of surprise and invention more than compensate
3.8,Comedy,often very amusing thanks to a droll script by co director and co writer andrew adamson (shrek) and others and a terrific roster of supporting players
2.5,Comedy,the love guru is less a movie than a collection of related gags heaved at the screen its a mess but an affable one
1.0,Comedy,in a world in which the hangover exists theres no purpose to this movie whatsoever
4.5,Comedy,the terminal isnt a belly laugh or a knee slapper; rather it enthralls viewers with gentle humor and warmth and holds your attention with the mystery of viktors visit
2.0,Comedy,this is like watching a home movie of someones summer job and that someone is bland and boring
2.0,Comedy,its a movie that wastes the talents of up and comers (emma stone from superbad) rising stars (the sublimely funny in other movies anna faris) and talented vets (beverly dangelo looking like she wishes she were anywhere else) alike
3.8,Comedy,writer director brian taylors mom and dad invests a hoary conceit with disturbing and hilarious lunacy
3.0,Horror,while not as technically brilliant as some zombie fare hotd more than makes up for this lack in terms of sheer heart sure its a low budget venture but it doesnt feel forced or contrived but rather revels in its low budget restraints
0.0,Horror,a diabolically psychotic sub mental and completely unwatchable disaster
3.0,Comedy,if fickmans sole mission was to create a film that will keep children thoroughly enthralled then its safe to say he easily achieved his goal
2.8,Horror,wildling has a promising start but it comes apart when annas transformation begins it feels almost like two different films in one and this unfortunately leads to multiple plot holes and strange character arcs
2.5,Horror,it degenerates into an incongruous morality tale with an action movie climax that abandons all that came before it
2.0,Horror,at first an art house gallery of moody tone and cheeky laughs coppolas latest flick quickly peters out to a tired exercise of frills and nothing more
4.0,Comedy,a side splitting head smashing gloriously gory horror comedy
3.5,Comedy,despite the simple structure and a crack at every obvious vampire gag in the book the film remains highly amusing from beginning to end
2.0,Horror,rian johnsons flashy cinematic stunt grafts the hard boiled argot of dashiell hammett onto an upscale southern california high school
4.0,Comedy,not for nothing does the film open on a screen filling image of the hollywood sign in flames for it torches almost every supposition that a film made to showcase sylvester stallone and wesley snipes whomping on each other can only be brain dead
2.5,Horror,if you liked the stage version youll love this version
4.4,Comedy,theres a fierce self lacerating wit on display in lena dunhams tiny indie tiny furniture as big and bold as the production is modest and (literally) homemade
4.0,Comedy,come in lindsay lohan your time is up ever since you went off the rails weve been on the lookout for a feisty freckled ranga with a straight bourbon voice and killer comic timing and weve found her in the form of emma stone
2.5,Comedy,a ho hum effort populated by a far more engaging cast than it deserves
3.0,Comedy,with a plot that at times is a bit wishy washy its a sequel that appears to be a shrinking violet a solid stand alone that provides as much fun as its marvel parent arms of the universe
3.5,Horror,the frenetic pace plays in favor of the film moving from one action sequence to another with small breaks for the required dose of plot that is needed only to generate some empathy with the protagonists [full review in spanish]
2.5,Comedy,this comedy has some clever touches that make it mildly diverting but it loses steam as characters lose their blood to the undead
2.5,Comedy,the films only laughs come when pistachio is off the screen and dressed as someone else
4.5,Comedy,a very winning comedy
3.0,Comedy,trainwreck is in the sweet romcom spot totally accessible easy not too deep clever naughty and funny with just enough but not too much drama to be legit
0.6,Horror,a flatulent space bomb there may not be air in outer space but you can smell this one a galaxy away
4.0,Comedy,unlike stricklands previous work  it always feels like homage rather than art in its own right a fabulous spooky thing just the same
4.4,Comedy,a thoroughly charming story that has enough magic and slapstick to please the youngsters and enough heart to make mom and dad happy
1.9,Comedy,rock saddles himself with the thankless straight man role when he should be the funniest guy in the room
2.5,Comedy,it just doesnt make for a particularly engrossing 90 minutes for any grown ups who are dragged along to share the fun
1.9,Comedy,starts off fine enough as a silly laugh filled rock opera but eventually becomes just another stoner comedy running on attitude
0.6,Comedy,awesomeness seems to be the chief quality prized by both the film and its characters; all other considerations like safety property damage and especially good taste are secondary
1.0,Comedy,the story is muddled and slovenly and the execution is unbelievably cheap looking with special effects that are miles beyond cheesy
3.5,Comedy,casa de mi padre is one of those holy grail endeavours that taunt all comic actors an attempt to make a deliberately bad movie
3.1,Comedy,two regular joes square off in the promotion a sly comedy that finds fresh humor in the workplace
3.5,Horror,dont come looking for subtlety or subtext this offers wall to wall thrills and intensity period
1.2,Comedy,loves labours lost is a stink bomb of a movie
3.1,Comedy,an ambitious yet not altogether successful piece of work
2.5,Comedy,although vaughns riffing skills remain in fine form as do wilsons the story makes every obvious and conventional choice
4.3,Comedy,gondry doesnt seriously push the visual envelope; all hes doing is assembling a souvenir an almost great document of a party most of us missed
3.0,Horror,but this found footage thriller is an improvement on [m night shyamalans] last few projects at least the story is relatable and not too crazy and hes aided by a strong cast
3.0,Comedy,these films are stuck 30 years in the past
4.0,Comedy,despite her best efforts the characters barely rise above their cardboard tv roots sending a mixed message to the young female viewers [elizabeth] banks is hoping to inspire
4.5,Comedy,it may leave you with a sadness thats tough to shake but it also offers a degree of hope providing something the piece as whole prides itself on the power to see the best in the worst of times
3.0,Comedy,like eric rohmer with rowing machines
2.5,Horror,its best to wait for home viewing on this one
1.9,Horror,[t]his is a prime example of bait and switch advertising
4.0,Horror,this impressive low budget indie weaves a genre defying tapestry of weirdness atmospherics and cultish horrors across a dusty us setting
3.5,Comedy,not every mistake can be fixed since it still has to serve as a sequel  but as a post mortem clean up job i think theyve done admirably in delivering all fans really wanted
2.0,Comedy,richard curtis used to make this sort of thing look easy but a good script is everything without one it all falls embarrassingly flat
3.0,Comedy,sharp dialog superb performances and a congenial tone all win us over even if it feels somewhat simplistic
3.0,Comedy,its an interesting enough premise and its executed with a rushmore lite kind of feel to it
1.2,Comedy,the film trumpets idealism over selling out this though is perhaps its ultimate phoniness because the subliminal message is buy! in an orgy of product placement
3.1,Comedy,may be the most undeserving victim of critical overkill since town and country
2.0,Comedy,this is nothing more than a tired and creatively bankrupt attempt to further stretch out a property that never should have turned into a franchise in the first place
2.0,Comedy,while [heigl] and co star gerard butler give good performances the films the same predictable fluff weve all seen before and seen done better
4.0,Comedy,the film is constructed with meticulously composed shots that emphasise in subtle ways how life can be confined by political instability and suleiman uses black comedy to dissect the absurdities of the situation
1.9,Horror,a couple of good jolts a pair of decent jokes thats it
4.4,Comedy,that quirky and intelligent rarity that elicits wry smiles and hearty laughs alike
3.8,Comedy,sleepwalk with me is a good movie but it could have been a great one if it cared as much about the woman as it does the man
2.0,Comedy,to say the franchise is coasting along on fumes suggests it once ran on a full tank
3.8,Horror,rather than clarifying de palmas technique with raising cain effectively obliterates the audiences bearings
1.9,Comedy,as always hart unleashes his manic energy on the audience but his heart doesnt seem to be in it the way it was in the original maybe hes getting tired of the shtick too
