score,genre,review
3.0,Horror,story of a young filipino american who returns to the philippines and becomes the pawn of muslim terrorist with a malevolent plan for him to execute
1.0,Drama,if the powers behind this pasteboard mockup of a film wanted to remake an officer and a gentleman why didnt they just go ahead and do that  [i]f they wanted to remake rocky why didnt they just go ahead and do that
3.0,Drama,[it] doesnt take many risks in its plot nor does it need to do so though the rogue weasel is a piquant touch
4.4,Comedy,regardless of your age gender or other defining characteristics if you are even remotely interested in batman you can have a grand old time at this funny charming picture
2.0,Drama,the second in a trilogy of murder mysteries based on novels by swedish author hakan nesser this one like the others suffers from chilliness of character and pacing; it never quite clicks
2.5,Comedy,fitfully amusing the farrellys on their best behavior  we certainly cant quibble with the casting these guys are so close to the originals i thought i was watching the stooges digitally resurrected
2.0,Drama,the outer space setting is mere decoration for an insanely expensive variation on ancient rom com templates
3.1,Drama,the film is willing but its spirit is weak
1.9,Drama,detachment quickly gets stuck in its own world weariness
3.5,Comedy,an entertaining movie that does its job well yet its polish simultaneously gives it strength and limits it
1.2,Comedy,napoleon and his pals arent the heroes of a bruce springsteen song who get up every morning and go to work each day theyre knuckleheads
3.5,Drama,halloween ii is good enough to deserve a sequel of its own
3.5,Comedy,though recess the feature film is far from innovative it is agreeable
3.1,Drama,if the intriguing but ultimately derivative kingdom of heaven had arrived before these recent period epics it may have stood a better chance of enthralling us
3.0,Drama,this is a fact based film that treads no new survival drama ground but its well made gruelling and watchable
3.1,Drama,the final emotional toll is a rollercoaster of elation and fatigue a highbrow descent into a tastelessly depraved human sewer of sorrow and degradation that almost seems to revel in its own depravity
3.0,Drama,hitchcock is a film that constantly proclaims its importance but never lives up to it with a light almost comical tone clashing against the myth of hitchcock as a talented albeit troubled mind
2.0,Drama,watchable energetically directed thriller that doesnt quite come together despite decent performances from mackintosh and walters
3.8,Comedy,paranorman spikes the adventure with truly sad and sobering moments dealing with real life issues like bullying death and the mob mentality
3.8,Drama,its a bittersweet and lyrical mix of elements
4.0,Drama,the film made me want to be a better person and shows you that life is sometimes about honor and not money
4.5,Drama,theres little else i can add about this proto noir one of the archetypes of the genre and a showstopper for lauren bacall and humphrey bogart who spar through a catty romance while dancing through a taut mystery
3.8,Drama,with consistently drop dead gorgeous cinematography into the wild tells a touching and ultimately harrowing tale of personal growth
1.0,Drama,theres a special circle of hell reserved for whoever thought up the moment where macht tells moore she smells like cake batter
3.0,Drama,one shouldnt be too quick to put down this sort of efficient if generic filmmaking [i]after the sunset[/i] has modest goals and achieves them
4.4,Comedy,charles and streiner put together a film that comes close to re creating the funny but serious environment of stand up comedy
3.5,Drama,great dramatic acting by the three lead women and its fantastic to see samuel l jackson back in a strong supporting role
4.0,Drama,mary queen of scots shows a ferocity to match its two regal subjects
1.2,Action,take away the mountains and what you have is a howlingly bad action film with a cornball villain out to steal a massive amount of united states currency from federal agents
3.1,Comedy,smells bad
3.0,Drama,armoreds first half is an overwrought eye rolling bro venture but once the actual robbery takes place the film ratchets up into a solid testosterone soaked thriller
3.0,Drama,its an altogether hollow feeling that results in a love triangle story played out by numbers albeit it very succinctly by menuals hand
4.0,Drama,stillers remake succeeds in a wondrously entertaining and affecting way
3.8,Drama,by the time the race occurs the incredible back story has unfolded and you may just have to contain yourself from wanting to stand up and begin cheering
4.0,Drama,eska provides ample space for his principals to breathe wisely homing in on the uneasy gaze of the guidance starved will whose struggle will resonate with anyone charged with an unenviable task
2.5,Drama,one soaring performance not nearly enough
3.0,Drama,the action is gravity (and sanity) defying but the rock is such a warm convincing presence you forgive the silliness
2.0,Drama,a family film that tries to duplicate the moral uplift of babe and fails miserably with its emphasis upon competition and winning
5.0,Drama,of gods and men strives for simplicity; cinema is usually about dynamism attraction ego but this movie concerns the renunciation of these things in art and life but it is also about the question of how to act when this life is violently challenged
3.0,Drama,the attractive cast also deliver very likeable performances which convey the pleasure their idealistic characters derive from their militancy without ignoring the contradictions within their naive world views
4.0,Drama,this is about as self contained as a movie can get but its also a stupendously tense disturbing and powerful piece of filmmaking with aronofsky in full command even as the world seems to spin off its axis in the final half hour
2.5,Action,godzilla king of the monsters is at its best when it embraces the scale and awe inspiring splendor of these giant monsters
3.0,Drama,jeune et jolie plays a little like belle de jour but quite without buuels beady eyed subversion; ozon is more concerned with keeping the apple cart tensely teetering rather than crashing over
1.2,Comedy,basically if youve seen the ads youve seen the only joke in this one joke movie although there are also endless groan worthy gags about wings and teeth
2.5,Comedy,what saves it from being completely dismissible drivel are the gorgeous irish locations and the charm of its stars amy adams and matthew goode
2.0,Action,if robin hood was the summers snoozy epic for adults this is the amped up but dumbed down teen boy counterpart
3.1,Drama,lis best english language movie to date
3.8,Drama,it plays on all your worst fears and then some delicately manufacturing delightful feelings of omnipresent menacing dread thats deliciously exhilarating
4.4,Drama,a cautionary tale which amply illustrates how far the culture has come in terms of portraying the mary kay letourneaus of the world empathetically
3.1,Drama,its not a good film but viewed from a cockeyed angle its a great guilty pleasure and director bill condon is in on the joke
2.5,Horror,the aliens make it so plainly obvious to their intentions that itd be ridiculous not to notice what was happening with their landing on earth
5.0,Drama,to remember sin city hours later is to remember from a different part of the brain that remembers conventional movies
2.0,Drama,its a squirming watch at times quite tortuous because the film can never decide if its a musical or a play with far too much music
2.5,Drama,roos stories eventually overlap in a tangle of pat fairy tale endings after which he treats his characters to the sort of wrap party given to the casts of a beloved tv series that has just finished its last episode
1.0,Action,about as hollow as big dumb action extravaganzas come
3.0,Drama,cusslers attempt to make his concept of an ironclad ship making its way from richmond to the african desert is no more credible on film than on the written page
2.5,Drama,the ham fisted performances and drifts into cliche keep this from being the powerhouse historical drama it should have been one wonders what a brilliant social realist director such as ken loach could have done with this
4.4,Drama,a crowd pleasing winner
3.8,Action,pure uncut comic book fantasy whedon tames the beast into something spectacularly epic if a bit exhausting bursting with destructive mayhem but grounded by interesting character beats rife with dark implications but seasoned with good humor
3.0,Drama,theres more style than substance to all this and you cant help feeling that mann might be presenting his credentials to direct a future james bond film but its not without entertainment value
3.1,Drama,although the screenplay is based on one by the late potter it feels like 100 pounds of material crammed into a small ziploc bag
3.0,Comedy,divertido mas esquecvel
1.9,Comedy,it is marred by a lack of inspiration some flat celebrity cameos and the same gay jokes and identical situations over and over again
3.0,Drama,melville milks the tension for all its worth
3.5,Drama,jon favreau did a beautiful job in bringing this reimagination to life [and] the overall execution through the use of visual effects is stunning and an absolute work of art
2.0,Drama,narratively static and morally banal that may be par for the course however when half the movie is spent watching shallow kids try on other peoples clothes
2.5,Action,watch the trailer skip the movie
3.8,Comedy,carell and fey mine the humor of predictable characters acting unpredictably and frequently they strike gold
2.0,Horror,boring gross and not at all scary
1.9,Drama,he had my heart racing like a squirrel he had my body soaring into the stratosphere like a bird he had me slippery and firm like a fresh young perch
3.5,Comedy,most animated movies try to deliver a message and end up sounding preachy sing too has one once you hit rock bottom theres nowhere else to go but up the sheer heart with which its characters live and convey the sentiment is incredible
2.5,Drama,theres nothing much wrong with the film; my complaint is that theres nothing much right about it
3.5,Comedy,a tiny crazy time capsule of everything wrong with our current society
2.5,Comedy,though never as bland as its title mr and mrs smith wraps a lot of expensive plastic around a lot of almost nothing
4.0,Drama,herman has overcome the obstacles of adapting from stage to screen and fashioned an almost perfect blend of biting wit heart warming comedy and superb acting
4.5,Drama,the ending makes us catch our breath not because its so clever but because theres so much to the film even without the final revelation
3.8,Drama,sensual and sweet
2.5,Drama,at once awful and awfully amusing this ramshackle franchise reboot fuses bad acting worse writing and enough spunk to make the whole thing seem charming in its monumental stupidity
1.9,Horror,douglas rushes through everything building a monotonous anxious hum without mixing it up or giving the audience a break
2.5,Comedy,cute clangy hyperactive really shiny completely inorganic (except for the flatulence jokes) and totally hermetic
3.1,Drama,weitzs movie remains ultimately remote it ends mid adventure so blatantly setting the stage for a sequel that the whole thing suddenly feels like a preamble
4.4,Drama,a film of extraordinary viciousness and vulnerability about a criminal who has to meet an infant to remember he is still a child himself
5.0,Drama,its a joy to watch comedy unfold so naturally the laughs gently teased out from our growing knowledge of the characters their imperfections doubts and yes emotional pain
2.0,Drama,the actors mostly acquit themselves but lets face it the material itself should have been condemned
1.5,Action,a hot piece of garbage that wont be remembered!
4.0,Action,good daves western featuring ford and lemmon
1.9,Drama,a rehash of plots from other movies that werent that good to begin with
2.0,Comedy,by the time the scream gasp and giggle sci fi climax arrives weve lost interest in what happens to this hero or to this smug undercranked movie
3.8,Comedy,the oft humiliated stiller is in familiar territory (a monkey named dexter does the humiliating here) but museum has a sweetness most of his movies dont
2.0,Drama,cinematic sominex that feels like it was tailor made for immediate simultaneous broadcast on the lifetime channel and the oxygen network
3.1,Action,the story is a pleasant enough diversion with a positive message about seeing the troubled person behind the bully and the importance of keeping an open mind
2.5,Drama,it is difficult to become fully absorbed in goings on when the characters keep having to deal with plummeting iqs
3.8,Drama,its hard to imagine a die hard action fan being disappointed
4.4,Horror,one of the best anthology horror films ever made
2.5,Drama,whose idea of a fun time is this
2.5,Drama,something youd watch on tv for free without complaint
3.1,Drama,the neon infused work by cinematographer christopher rejano and saucy servings from the closet make reeders hodgepodge of shocking revelations cum feminist anthem a watchable something hanging between camp and cult
1.9,Action,clank
3.8,Drama,a superbly crafted production featuring outstanding aerial sequences
3.8,Drama,hemingways very good at taking a girl who often seems like an insufferable l a stereotype and shading a range of values and feelings that exist somewhere in those thigh high socks
4.0,Horror,loopy film literate and full bore its a sadistic 70s thriller in modern day garb
4.5,Action,j j abrams has done the impossible; he has created and recreated a star wars movie and made it look and feel like a star wars movie should funny sad exciting and enlivening it is a definite and an absolute must see
4.5,Action,whether the flick is focusing on its numerous action scenes or its breathless bouts of plot exposition district 13 speeds by like an absolute blur
2.0,Action,once hollywood gets its rabid fangs into a complex book it often turns it into a shambling snarling parody of itself
3.1,Comedy,hughes script is extremely ragged and not especially good honestly it often feels as it was written by a teenage boy not an adult male but there are some bright moments and bright performances scattered throughout
3.1,Action,a genuine nail biter
2.0,Drama,rupture is a rather disappointing return for the idiosyncratic director and would have benefitted greatly with some more tightly honed characterization and less aimless wandering through a retrofitted office building
2.5,Horror,rather than offering new blood carrie is a purely cosmetic revamp
3.0,Drama,this disney prequel to mgm and warner bros enduring 1939 masterwork charts its own course and for the most part is the better for it
2.5,Action,i ended up being slightly disappointed by it
3.8,Drama,a spinning plates movie that only makes a shattered glass mess in its finale with one twist for each character left standing otherwise this empty calorie eye candy cartoon is an ultraviolent boot on throat thiller with style and humor
4.4,Drama,filmmaker david gordon green offers up a low key deliberately paced narrative that proves an ideal complement for john pollonos subdued screenplay
3.1,Drama,a well intended movie that unfortunately comes off as cold and distant as the characters are to each other
2.0,Drama,ninja assassin is little more than a sporadically diverting disposable movie that will probably spawn several straight to dvd sequels the butchers shop window is still a more fulfilling proposition though
3.8,Drama,the films attention is split fairly evenly across the major characters and their interactions are consistently fascinating in the way they illustrate both the cultural divide and the halting attempts to somehow bridge it
3.5,Comedy,less taut and focused than the spanish language original sebastián lelios own remake is nevertheless passably pleasant
4.0,Drama,chick flicks have hardly been bettered
2.0,Action,with moscow emptied out a la london in 28 days later it is visually impressive but plodding and silly
3.8,Comedy,the movie is smart and it is very funny
4.5,Drama,the rebooted planet of the apes franchise is getting bleaker and better as it progresses
3.0,Comedy,benjis lost in the wild! get the kids!
1.9,Comedy,ugly cant describe the truth about this film
1.8,Drama,year of the dog is ugly boring and unfunny the characters are badly drawn poorly acted (and this with a killer cast too) and the its hard to be a fanatic but its worth it message is telegraphed in a particularly unappealing way
3.8,Drama,the film benefits from a strong cast; mcconaugheys lengyel is eccentric but ultimately engaging while david strathairn and ian mcshane as dedmon and a grief stricken father respectively deliver subtly powerful performances
1.0,Comedy,the story plods along punctuated by gags that are more silly than inventive
3.8,Drama,a wise delicate and immensely touching romance
3.1,Drama,fizzles out in the third act but were long past caring by then frances mcdormand has usurped the movie and turned it into a lesson in character acting
3.5,Drama,i was seduced by melodys story sucked in enjoying amy redfords film despite myself
5.0,Comedy,tons of barn animal fun in sweet stop motion adventure
3.0,Comedy,it was a good time it made me want to [play] tag
4.0,Drama,a pushy piece of work worth the withdrawal when its over
3.8,Drama,the sweet thing about my dog skip is the way it understands the friendship between a kid and a dog
4.6,Comedy,it plays with the formula just enough to create something really special and gives audiences nuanced romantic leads in a relationship thats easy to root for its fluff with substance
3.8,Drama,palmer soars carrying writer/director doug atchisons film on new tween wings
2.0,Drama,yens mission at least begins and ends well but in the middle our hero finds himself thwarted by a clash of tones and tripped up by a snaking trail of subplots
3.8,Drama,sherlock holmes may have never really walked the earth but mr holmes humanizes him to such a degree you walk out of the theater practically convinced youve just watched a biopic
3.0,Horror,repo! the genetic opera proves to be a rare work of artistic ambition and integrity even if the ultimately depth of its impact may be limited to the viewers appetite for severed body parts singing and a serious lot of eyeliner
3.1,Comedy,martin who at age 10 came up with and pitched the idea for this movie (shes now 14) carries this movie on her small resolute shoulders
4.0,Drama,to use liams words its f ing brilliant
5.0,Drama,john hawkes and helen hunt generate an endearing chemistry here turning in a couple of virtuoso performances deserving of serious consideration come oscar season
2.5,Drama,the grizzly may have mauled mitch but by the end that metaphor has mauled us
2.0,Drama,the well chosen voice cast helps make this a fairly engaging tale even though the film is riddled with a wealth of head scratching anachronistic errors
3.0,Comedy,a surreal heart warming beautifully executed tati esque physical comedy filled with visual gags and with sparse dialogue
4.0,Drama,a subtle piece of moral drama crowned by a truly beautiful performance from mikkelsen the hunt puts every one of us in the crosshairs
4.0,Comedy,i actually cant remember the last time a movie opening made me so cheerful
4.0,Drama,at more than two hours the film takes its time in getting to the action but is all the better for it
2.5,Drama,a true life yarn that was dubbed by si as one of the greatest sports stories of all time has now been turned into one of the dullest sports films of recent years
3.5,Comedy,a mostly funny bowl of dumb with the nutritional equivalent of all those giant bowls of froot loops you ate while watching cartoons back in the day
2.5,Drama,if youre a fan of hollywood you know the yellow brick road did not lead to happiness judy repeats the idea without expanding on it
4.0,Action,funny thrilling gripping and yes filled with imaginatively staged carnage
4.2,Comedy,even more insane and hysterical than borat sacha baron cohens hilarious follow up is also far more coherent and effective at using shock factor to get you laughing
1.5,Comedy,at least the italian scenery and the stranded actors look good just dont mistake this charmless mirthless and shameless ripoff of four wedding and a funeral and groundhog day for a comedy with actual laughs
4.0,Comedy,an original and charismatically honest new york comedy
4.0,Drama,its effortlessly honest with edgy humour balancing the dark themes
3.8,Drama,he [lee] is decidedly an eye catching figure as he takes on all comers singly or in whimpering groups in stylized karate like bouts with swift balletic moves baleful stares deadly flying fists and legs and of course all the necessary eerie shouts
1.9,Horror,narratively and formally sinister 2 is a lot of the same old same old
3.0,Drama,son of a gun twists together a surprisingly original heist story with a more commonplace meditation on the ugliness (and the sometimes inevitability) of revenge
3.1,Action,lets just cut to another car chase ok thats what this franchise knows how to do and if thats the kind of popcorn fun youre looking for f&f 6 has the goods
4.0,Drama,don siegel emerged as more than just a hollywood journeyman director with this hard hitting realistic prison picture which presents a credible account of both the riot and the conditions that caused it
1.9,Drama,the fact that the people responsible for this 1970s period drama have made something so reprehensibly phony out of a true story makes you want to slap them silly
2.5,Action,the recruit epitomizes the phrase genre filler
3.8,Drama,black butterflies is a dark moving depiction of the life and death of a brave rebellious idiosyncratic woman who made significant strides toward changing the world around her and paid a heavy toll for her passion
4.4,Drama,a meticulously rendered tasteful and moving period drama
5.0,Comedy,you will not only believe that a penguin can dance but that he can also save the world
1.9,Comedy,turns out the coming obliteration of creation not only distorts the judgment of romantic leads but also filmmakers
4.0,Action,better written better directed and better acted than any film about rampaging dinosaurs has any right to be
4.4,Drama,a spectacular piece of work that carries the new star wars tradition forward
3.0,Drama,rather too much is going on to be comfortably accommodated in one film
4.0,Drama,a gloriously understated muted production
4.4,Drama,with patient sensitivity farhadi expertly elicits sympathy followed by empathy for each character almost in turns to resist misguiding the audience to easy answers
3.5,Drama,the hunger games strength is not its social critique rather its an exhilarating sense of a character learning to control her own destiny
4.0,Drama,arrives with an emotional complexity and gripping intensity that has been sorely missing from a lot of hollywood thrillers of late
3.5,Comedy,dey ultimately lets chan down if the legendary actor could have brought in old school chum sammo hung he could have made this a great picture
1.9,Comedy,atkinson revives the comic secret agent that he first introduced in a series of tv ads in the uk but this thin script gives him nothing remotely like a rebirth
3.0,Drama,crystallized by the functional rather than fantastic turns by its two leads the time travelers wife never really takes flight while the film makes a decent enough date movie youll find it will disappear from your mind before too long
2.5,Action,an annoying and boring movie that changed the easy and fun originality of the books without consistency and without any significance [full review in spanish]
4.4,Comedy,what really make the film special is that while still being packed with foul language and pop culture references this film is the only one in which smith really seems to care about his characters and their lives
3.8,Drama,the cast alone makes it worth seeing this semi serious satire of cowboy diplomacy action flicks
1.8,Drama,its unfortunate that all this film has to offer  is one great audition scene for aspiring actors and the most awkward romantic moment in years
5.0,Drama,adam driver and scarlett johansson are superb in noah baumbachs funny/sad love story about a divorce
5.0,Drama,the detective genre has persisted because it has everything you could want from a film intrigue action suspense romance adventure and humanity and blacks latest delivers all of that
3.1,Drama,provides a nice role for robin wright penn but its a film in search of a tone
2.0,Comedy,the sparkling blue waters are pretty and the songs are catchy but you may well wind up feeling smothered by the non stop corniness of it all
3.5,Drama,it has so much eye candy razzle dazzle and it looks so fabulous you forget its flaws and get lost in its cool groovy vibes and its long con gamesmanship and hey wheres my wallet !!
0.6,Comedy,it may be the worst romantic comedy i have ever seen and this is not hyperbole
4.0,Drama,mar adentro assim como a prpria vida de sampedro funciona principalmente para nos forar a uma anlise interior que pode revelar se impiedosa e surpreendente
1.9,Comedy,thats my boy lazily exists in a fantasyland of adam sandlers perpetual adolescence even as it generates some moderate comic friction from sandler and andy sambergs testy back and forth
3.8,Comedy,credit writer director gillian robespierre and her star jenny slate for doing something fresh and witty within the problematic romcom formula
3.0,Drama,che part one is the first half of a long movie rather than a satisfying screen experience in its own right and should clearly be approached as such
4.0,Comedy,the minions have busted out of the despicable me franchise and gone rogue in this berserk slice of slapstick silliness
3.1,Drama,this is a framework that could have benefitted from more irony and complexity especially with the resources of langella but at the end i felt the movie was too easily satisfied
1.9,Action,star trek nemesis meekly goes where nearly every star trek movie has gone before wince inducing dialogue thrift shop costumes prosthetic makeup by silly putty and kmart blue light special effects all conspire to test trekkie loyalty
